id,evidence,prediction,label
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  Prior therapy with radiation for this breast cancer population was permitted if it was administered in the neoadjuvant or adjuvant non metastatic setting. Radiotherapy given in the metastatic setting, prior to initiation of study medication, was allowed to a limited area (e.g., palliative therapy and involving less than 25% of bone marrow), if it was not the sole site of disease. Subjects must have completed radiation treatment and recovered from all acute radiation treatment related toxicities (e.g., bone marrow suppression) prior to commencement of combination treatment.",1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  The subject must have received all prior chemotherapy treatment at least 4 weeks prior to enrollment in this study and must have recovered from all related toxicities. Subjects who have received weekly dose of prior chemotherapy e.g. gemcitabine or capecitabine may enroll 2 to 3 weeks after cessation of treatment provided that they have recovered from all related toxicities.,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  Prior therapy with trastuzumab in the neoadjuvant, adjuvant or metastatic setting was permitted. The subject must have received all prior trastuzumab treatment at least 4 weeks prior to enrollment in this study and must have recovered from all related toxicities.",1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Prior endocrine therapy was permitted in the neoadjuvant or adjuvant or metastatic setting. The subject must have received all prior endocrine treatment at least 1 week prior to enrollment in this study and must have recovered from all related toxicities.,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  Prior diagnosis of cancer was allowed as long as the subject was free of disease for 5 years. Subjects with completely resected basal or squamous cell skin cancer, thyroid cancer or successfully treated cervical carcinoma in-situ were allowed if it had been 1 year or greater since definitive surgery.",1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  Subjects must have had measurable disease, according to Response Evaluation Criteria in Solid Tumors (RECIST) guidelines; defined as at least 1 lesion that can be accurately measured in at least 1 dimension (longest diameter [LD] to be recorded) by mammogram, ultrasound or physical exam [Therasse, 2000].",1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Subjects with liver metastases or stable chronic liver disease were permitted into the study.,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Women 18 years of age:,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  Non-child-bearing potential (i.e., women with functioning ovaries who had a current documented tubal ligation or hysterectomy, or women who were postmenopausal); or",1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  Child-bearing potential (i.e., women with functioning ovaries and no documented impairment of oviductal or uterine function that would cause sterility). This category included women with oligomenorrhoea (severe), women who were perimenopausal and young women who had begun to menstruate. These subjects must provided a negative serum pregnancy test at Screening and agree to 1 of the following:",1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Complete abstinence from intercourse from 2 weeks prior to administration of the first dose of study medication until 5 days after the final dose of study medication; or,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Consistent and correct use of one of the following acceptable methods of birth control:,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Male partner who was sterile prior to the female subject's entry into the study and was the sole sexual partner for that female subject.,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Implants of levonorgestrel.,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Injectable progestogen.,0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Any intrauterine device with a documented failure rate of less than 1% per year.,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Oral contraceptives (either combined or progestogen only).,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  Barrier methods, including diaphragm or condom with a spermicide.",0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Considered by the Investigator to have a life expectancy of 6 months.,0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  ECOG Performance Status (PS) of 0 or 1 (Karnofsky 80%) [Oken, 1982].",0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Subjects must have had normal organ and marrow function as below:,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Hematologic,0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Absolute neutrophil count 1.5 × 10^9/L,0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Hemoglobin 9 g/dL,0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Platelets 100 × 10^9/L,0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Hepatic,0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Serum bilirubin  upper limit of normal (ULN),0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Aspartate aminotransferase 3 × ULN without liver metastases and alanine aminotransferase 5 × ULN if documented liver metastases,0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Renal,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Serum creatinine 1.5 mg/dL,0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  OR -,0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Calculated creatinine clearance 40 mL/min,0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Subjects must have had a cardiac ejection fraction of >50% as measured by echocardiogram (ECHO) or multigated acquisition scan (MUGA) and within the institutional range of normal.,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Subjects with stable central nervous system metastases (stable for at least 3 months) as confirmed by computerized tomography (CT)/magnetic resonance imaging (MRI) or evidence of leptomeningeal involvement were eligible only if they were not taking steroids or enzyme-inducing anticonvulsants.,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Subject must have been free of gastrointestinal diseases that impede swallowing and retaining of oral medications.,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  Signed, informed consent prior to registration.",1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  Bisphosphonate therapy for bone metastases was allowed; however, treatment must be initiated prior to the first dose of study medication. Prophylactic use of bisphosphonates in subjects without bone disease, except for the treatment of osteoporosis, was not permitted.",1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Subjects whose disease was estrogen receptor + and/or progesterone receptor + or unknown status were included in the study if they met the following criteria:,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  They had symptomatic visceral disease that required chemotherapy.,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Significant visceral organ tumor burden,0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  The disease was considered by the Investigator to be progressing rapidly or life threatening.,0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Subjects who have received prior endocrine therapy and who were no longer benefiting from this therapy.,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,Exclusion Criteria:,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  A subject was not be eligible for inclusion in this study if any of the following criteria apply:,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Subjects who received more than one prior chemotherapeutic regimen in the metastatic setting,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Subjects taking treatment with medications provided in the list of restricted medications and substances in the drug information section for lapatinib were not eligible for the study. This included human immunodeficiency virus-positive subjects receiving combination anti-retroviral therapy because of possible pharmacokinetic interactions with lapatinib.,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Prior treatment with lapatinib.,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Concurrent anticancer or concomitant radiotherapy treatment;,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Concurrent treatment with prohibited medications;,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  Use of an investigational drug within 30 days or 5 half-lives, whichever was longer, preceding the first dose of investigational treatment, or, concurrent treatment with an investigational agent or participation in another clinical trial involving investigational agents.",1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Known history of allergic reactions attributed to compounds of similar chemical or biologic composition to lapatinib or nab-paclitaxel or excipients;,0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  Known history of uncontrolled inter-current illness including, but not limited to, ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, clinically significant cardiac arrhythmia, or psychiatric illness/social situations that would have limited compliance with study requirements.",1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  Had active hepatic or biliary disease (with exception of patients with Gilbert's syndrome, asymptomatic gallstones, liver metastases or stable chronic liver disease per investigator assessment)",1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Concurrent disease or condition that would make the subject inappropriate for study participation or any serious medical disorder that would interfere with the subject's safety.,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Pregnant or lactating females at any time during the study (due to the potential teratogenic or abortifacient effects of lapatinib and breastfeeding).,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  Subjects with diseases affecting gastrointestinal function resulting in an inability to take oral medication, including; malabsorption syndrome, a requirement for iv alimentation, prior surgical procedures affecting absorption e.g. gastric resection and uncontrolled inflammatory bowel disease (e.g., Crohn's, ulcerative colitis).",1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Peripheral neuropathy of Grade 2 or greater.,0,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  Unresolved or unstable, serious toxicity from prior administration of another investigational drug and/or of prior cancer treatment.",1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  History of prior malignancy. However, subjects who had been disease-free for 5 years, or subjects with completely resected basal or squamous cell skin cancer, thyroid cancer or successfully treated cervical carcinoma in situ were eligible if it had been at least 1 year since definitive surgery.",1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  or rendering of informed consent.,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,  Other Eligibility Criteria Considerations:,1,1
49b3b463-a496-404a-a3a5-07cd7d4aaa92,"  To assess any potential impact on subject eligibility with regard to safety, the Investigator must refer to the following document(s) for detailed information regarding warnings, precautions, contraindications, AEs, and other significant data pertaining to the investigational product(s) being used in this study: Clinical Investigator's Brochure (IB), SPM, and the nab-paclitaxel Product Label.",1,1
43b9c2c8-0785-4885-901b-91a1f893858f,INTERVENTION 1: ,1,1
43b9c2c8-0785-4885-901b-91a1f893858f,  Yttrium-90 Radioembolization,1,1
43b9c2c8-0785-4885-901b-91a1f893858f,  Selective internal radiation therapy using Yttrium-90 glass microspheres (TheraSphere),1,1
43b9c2c8-0785-4885-901b-91a1f893858f,INTERVENTION 1: ,1,1
43b9c2c8-0785-4885-901b-91a1f893858f,  Phase 1b,1,1
43b9c2c8-0785-4885-901b-91a1f893858f,"  In the Phase 1b (safety portion) of the study, a starting dose of 560 mg of ibrutinib and 10 mg/kg of MEDI4736 will be explored and will follow a 6 + 3 dose de-escalation design and will include a sentinel participant which will have a 3-day observation period prior to dosing of subsequent participants. Participants with one of the following three tumor types will be eligible for enrollment: NSCLC (adenocarcinoma and squamous-cell carcinoma), breast cancer (triple-negative and HER2-positive cancer), and Pancreatic cancer (adenocarcinoma).",1,1
43989f85-a059-4dc7-a805-16e081706b2f,Adverse Events 1:,1,1
43989f85-a059-4dc7-a805-16e081706b2f,  Total: 0/34 (0.00%),1,1
43989f85-a059-4dc7-a805-16e081706b2f,Adverse Events 1:,1,1
43989f85-a059-4dc7-a805-16e081706b2f,  Total: 0/1 (0.00%),1,1
282a33db-aed6-4daa-bea6-299f424914bb,Adverse Events 1:,1,1
282a33db-aed6-4daa-bea6-299f424914bb,  Total: 24/32 (75.00%),1,0
282a33db-aed6-4daa-bea6-299f424914bb,  Disseminated intravascular coagulation * 1/32 (3.13%),1,0
282a33db-aed6-4daa-bea6-299f424914bb,  Febrile neutropenia * 1/32 (3.13%),1,0
282a33db-aed6-4daa-bea6-299f424914bb,  Adrenal insufficiency * 1/32 (3.13%),1,0
282a33db-aed6-4daa-bea6-299f424914bb,  Endocrine disorder * 1/32 (3.13%),1,0
282a33db-aed6-4daa-bea6-299f424914bb,  Chills * 1/32 (3.13%),0,0
282a33db-aed6-4daa-bea6-299f424914bb,  Fatigue * 1/32 (3.13%),0,0
282a33db-aed6-4daa-bea6-299f424914bb,  Fever * 1/32 (3.13%),0,0
282a33db-aed6-4daa-bea6-299f424914bb,  Multi-organ failure * 1/32 (3.13%),1,0
282a33db-aed6-4daa-bea6-299f424914bb,  Hepatic failure * 1/32 (3.13%),1,0
282a33db-aed6-4daa-bea6-299f424914bb,  Infection * 1/32 (3.13%),1,1
282a33db-aed6-4daa-bea6-299f424914bb,  Sepsis * 1/32 (3.13%),1,0
282a33db-aed6-4daa-bea6-299f424914bb,Adverse Events 1:,1,0
282a33db-aed6-4daa-bea6-299f424914bb,  Total: 6/15 (40.00%),1,0
282a33db-aed6-4daa-bea6-299f424914bb,  Constipation 1/15 (6.67%),1,0
282a33db-aed6-4daa-bea6-299f424914bb,"  General disorders and administration site conditions - Other, disease progression 2/15 (13.33%)",1,0
282a33db-aed6-4daa-bea6-299f424914bb,"  General disorders and administration site conditions - Other, failure to thrive 0/15 (0.00%)",1,0
282a33db-aed6-4daa-bea6-299f424914bb,"  Infections and infestations - Other, unspecified 1/15 (6.67%)",1,1
282a33db-aed6-4daa-bea6-299f424914bb,  Platelet count decreased 1/15 (6.67%),1,0
282a33db-aed6-4daa-bea6-299f424914bb,  Dehydration 0/15 (0.00%),0,0
282a33db-aed6-4daa-bea6-299f424914bb,Adverse Events 2:,1,0
282a33db-aed6-4daa-bea6-299f424914bb,  Total: 3/5 (60.00%),0,0
282a33db-aed6-4daa-bea6-299f424914bb,  Constipation 0/5 (0.00%),0,0
282a33db-aed6-4daa-bea6-299f424914bb,"  General disorders and administration site conditions - Other, disease progression 1/5 (20.00%)",1,0
282a33db-aed6-4daa-bea6-299f424914bb,"  General disorders and administration site conditions - Other, failure to thrive 1/5 (20.00%)",1,0
282a33db-aed6-4daa-bea6-299f424914bb,"  Infections and infestations - Other, unspecified 0/5 (0.00%)",1,0
282a33db-aed6-4daa-bea6-299f424914bb,  Platelet count decreased 0/5 (0.00%),1,0
282a33db-aed6-4daa-bea6-299f424914bb,  Dehydration 1/5 (20.00%),0,0
282a33db-aed6-4daa-bea6-299f424914bb,  Dysarthria 0/5 (0.00%),0,0
646691ba-ad29-479f-81dc-131d9710c23b,DISEASE CHARACTERISTICS:,1,1
646691ba-ad29-479f-81dc-131d9710c23b,  Diagnosis of cerebral metastases meeting the following criteria:,1,1
646691ba-ad29-479f-81dc-131d9710c23b,  One to three presumed brain metastases,1,1
646691ba-ad29-479f-81dc-131d9710c23b,"  Metastases must be from a histologically confirmed extracerebral site (e.g., lung, breast, prostate)",1,0
646691ba-ad29-479f-81dc-131d9710c23b,"  Histologic confirmation may have been from the primary tumor site, from another metastatic site (e.g., osseous metastasis, adrenal metastasis), or from the metastatic brain lesion(s)",1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Each lesion must measure less than 3.0 cm by contrast MRI of the brain performed within the past 21 days,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Lesions must not be within 5 mm of the optic chiasm or within the brainstem,1,1
646691ba-ad29-479f-81dc-131d9710c23b,  Eligibility for treatment with gamma knife or linear accelerator-based radiosurgery confirmed by a radiation oncologist,1,0
646691ba-ad29-479f-81dc-131d9710c23b,"  No primary germ cell tumor, small cell carcinoma, or lymphoma",1,0
646691ba-ad29-479f-81dc-131d9710c23b,  No leptomeningeal metastases,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Hormone receptor status not specified,0,0
646691ba-ad29-479f-81dc-131d9710c23b,  PATIENT CHARACTERISTICS:,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Male or female,0,0
646691ba-ad29-479f-81dc-131d9710c23b,  Menopausal status not specified,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  ECOG performance status 0-2,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Not pregnant,0,0
646691ba-ad29-479f-81dc-131d9710c23b,  Negative pregnancy test,0,0
646691ba-ad29-479f-81dc-131d9710c23b,  Fertile patients must use effective contraception,0,0
646691ba-ad29-479f-81dc-131d9710c23b,  Male patients must continue to use contraception for 3 months after the completion of radiotherapy,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  No pacemaker or other MRI-incompatible metal in the body,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  No known allergy to gadolinium,0,0
646691ba-ad29-479f-81dc-131d9710c23b,  PRIOR CONCURRENT THERAPY:,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  More than 7 days since prior and no concurrent chemotherapy,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  No prior cranial radiotherapy,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  No prior resection of cerebral metastases,1,0
646691ba-ad29-479f-81dc-131d9710c23b,"  Concurrent hormonal agents, steroids, and/or anticonvulsants allowed",1,0
646691ba-ad29-479f-81dc-131d9710c23b,Inclusion Criteria:,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Patient must be > or = to 65 years of age.,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Patient may be an in patient or an out-patient.,1,0
646691ba-ad29-479f-81dc-131d9710c23b,"  Patient must have a diagnosis of prostate, lung, or breast cancer.",1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Patient must have a life expectancy of > or = to 6 months.,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Patient must have a Karnofsky score of >40%,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Patient must be willing to return to the hospital in 8-12 weeks following immunization for blood work.,0,0
646691ba-ad29-479f-81dc-131d9710c23b,"  Patients must have a platelet count of >75,000 for intramuscular injection.",1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Patient may be of either gender and of any ethnic background.,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Patients must be able to understand the nature and risk of the proposed study and be able to sign consent.,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Volunteer eligibility:,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  MSKCC employee,0,0
646691ba-ad29-479f-81dc-131d9710c23b,  Age > or = to 65 years of age,1,0
646691ba-ad29-479f-81dc-131d9710c23b,"  No previous diagnosis of cancer except basal cell carcinoma, resected Stage I melanoma or in situ cervical carcinoma. Volunteers may have had a prior history of other cancers > 3 years which required only local resection, local radiation and/or hormonal therapy such as androgen blockade.",1,1
646691ba-ad29-479f-81dc-131d9710c23b,  Patients must be able to understand the nature and risk of the proposed study and be able to sign consent.,0,0
646691ba-ad29-479f-81dc-131d9710c23b,Exclusion Criteria:,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Karnofsky score <40%:,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Patients who have received an autologous or allogeneic HCT,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Active uncontrolled bacterial or fungal infection,0,0
646691ba-ad29-479f-81dc-131d9710c23b,"  Hypersensitivity to egg protein (eggs or egg products), chicken proteins, or any component in the influenza vaccine",0,0
646691ba-ad29-479f-81dc-131d9710c23b,  Prior history of any life-threatening reaction after previous administration of any influenza vaccine or any component such as thimerosal (inclusion of thimerosal varies among packaging),0,0
646691ba-ad29-479f-81dc-131d9710c23b,  Latex allergy if going to receive the influenza vaccine,0,0
646691ba-ad29-479f-81dc-131d9710c23b,"  On-going neurologic disorder (mental status change, uncontrolled seizures, encephalopathy)",1,0
646691ba-ad29-479f-81dc-131d9710c23b,"  Treatment or planned treatment with cyclophosphamide, ifosphamide, or > or = to 1 mg/kg prednisone or its equivalent 12 weeks within 12 weeks of vaccination.",1,0
646691ba-ad29-479f-81dc-131d9710c23b,"  HIV-1,2 seropositive patients.",1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Patients not signing informed consent.,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Patients receiving the seasonal influenza vaccine may not have had it within 6 months of enrollment,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Healthy controls exclusion:,1,0
646691ba-ad29-479f-81dc-131d9710c23b,  Volunteers ineligible to receive either vaccine,0,0
646691ba-ad29-479f-81dc-131d9710c23b,  Volunteers unwilling or unable to sign consent,0,0
646691ba-ad29-479f-81dc-131d9710c23b,"  Hypersensitivity to egg protein (eggs or egg products), chicken proteins, or any component in the influenza vaccine",0,0
646691ba-ad29-479f-81dc-131d9710c23b,Latex allergy,0,0
a0c1da21-1e1f-493b-81e9-4ef133c20090,Adverse Events 1:,1,1
a0c1da21-1e1f-493b-81e9-4ef133c20090,  Total: 0/104 (0.00%),0,1
a0c1da21-1e1f-493b-81e9-4ef133c20090,Adverse Events 1:,1,1
a0c1da21-1e1f-493b-81e9-4ef133c20090,  Total: 45/128 (35.16%),0,1
a0c1da21-1e1f-493b-81e9-4ef133c20090,  Anaemia 3/128 (2.34%),1,1
a0c1da21-1e1f-493b-81e9-4ef133c20090,  Febrile neutropenia 2/128 (1.56%),1,1
a0c1da21-1e1f-493b-81e9-4ef133c20090,  Arrhythmia 1/128 (0.78%),1,1
a0c1da21-1e1f-493b-81e9-4ef133c20090,  Cardiac arrest 1/128 (0.78%),0,1
a0c1da21-1e1f-493b-81e9-4ef133c20090,  Cardiac failure 1/128 (0.78%),1,1
a0c1da21-1e1f-493b-81e9-4ef133c20090,  Cardiopulmonary failure 1/128 (0.78%),1,1
a0c1da21-1e1f-493b-81e9-4ef133c20090,  Abdominal pain 2/128 (1.56%),1,1
a0c1da21-1e1f-493b-81e9-4ef133c20090,  Ascites 2/128 (1.56%),1,1
a0c1da21-1e1f-493b-81e9-4ef133c20090,  Intestinal obstruction 2/128 (1.56%),0,1
a0c1da21-1e1f-493b-81e9-4ef133c20090,  Melaena 1/128 (0.78%),1,1
a0c1da21-1e1f-493b-81e9-4ef133c20090,  Nausea 1/128 (0.78%),1,1
a0c1da21-1e1f-493b-81e9-4ef133c20090,  Vomiting 2/128 (1.56%),0,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,Outcome Measurement: ,1,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,  Average Pain Intensity Score,1,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,  Average pain was measured using a 0 (no pain) to 10 (worst pain imaginable) numeric rating scale on a daily basis.,1,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,"  Change in average pain intensity between the two intervention groups was evaluated from enrollment to the end of the study (i.e., 10 weeks).",1,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,  Time frame: 10 weeks,1,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,Results 1: ,1,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,  Arm/Group Title: Low Dose,1,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,"  Arm/Group Description: Low dose of the psychoeducational intervention (i.e., 8.0 hours with the intervention nurse over 10 weeks)",1,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,"  PRO-SELF PLUS Pain Management Program: The psychoeducational intervention will be conducted by specially trained oncology nurses and will include the components of knowledge, skills training, and coaching to improve cancer pain management. Patients in both groups will be seen in their homes over the course of 10 weeks with phone calls conducted in between the home visits. Patients in the HIGH-DOSE group will receive 6 visits and 10 phone calls [total time 12.3 hours]. Patients in the LOW-DOSE group will receive 4 visits and 6 phone calls [8.0 hours]. Follow-up visits to assess the sustainability of the intervention will be done at 2 weeks, 1 month and 3 months after the intervention. Both quantitative and qualitative analyses will be conducted to evaluate patient outcomes.",1,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,  Overall Number of Participants Analyzed: 92,1,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,  Mean (95% Confidence Interval),0,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,  Unit of Measure: units on a scale  1.192        (.452 to 1.932),0,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,Results 2: ,1,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,  Arm/Group Title: High Dose,0,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,"  Arm/Group Description: High dose of the psychoeducational intervention (i.e., 12.3 hours with the intervention nurse over 10 weeks)",1,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,"  PRO-SELF PLUS Pain Management Program: The psychoeducational intervention will be conducted by specially trained oncology nurses and will include the components of knowledge, skills training, and coaching to improve cancer pain management. Patients in both groups will be seen in their homes over the course of 10 weeks with phone calls conducted in between the home visits. Patients in the HIGH-DOSE group will receive 6 visits and 10 phone calls [total time 12.3 hours]. Patients in the LOW-DOSE group will receive 4 visits and 6 phone calls [8.0 hours]. Follow-up visits to assess the sustainability of the intervention will be done at 2 weeks, 1 month and 3 months after the intervention. Both quantitative and qualitative analyses will be conducted to evaluate patient outcomes.",1,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,  Overall Number of Participants Analyzed: 93,0,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,  Mean (95% Confidence Interval),0,1
439b1eca-f583-4a2b-bd8e-0baae97b4c15,  Unit of Measure: units on a scale  1.304        (.540 to 2.069),0,1
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,INCLUSION CRITERIA:,1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,  Phase Ib: Patient must have histologically or cytologically documented solid tumor malignancies.,1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,"  Phase II: Patients must have histologically or cytologically confirmed locally advanced, unresectable or metastatic carcinoma of the breast.",1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,  Patient is male or female and 18 years of age on the day of signing informed consent.,1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,  Patient must have performance status of 0-2 on the Eastern Cooperative Oncology Group (ECOG) Performance Scale and life expectancy > 3 months.,1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,  Patient must have evaluable disease. Measureable disease is not required,1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,  Patient must have adequate organ function,1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,  Female patient of childbearing potential must have a negative serum or urine pregnancy test quantitative human chorionic gonadotropin (β-hCG) within 72 hours prior to receiving the first dose of study medication and agree to the use of effective methods of contraception while on study.,1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,  Any number of prior lines of chemotherapy in the metastatic setting is allowed.,1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,  Concomitant use of bisphosphonates is allowed.,0,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,  Patients with stable and clinically insignificant CNS disease are allowed. Patients must be off steroids with no new CNS symptoms or findings on radiographic imaging for 1 month.,1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,  Patients willing and able to complete the questionnaires.,1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,  Patients willing and able to comply with the study protocol for the duration of the study.,1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,  Written informed consent prior to any study-specific screening procedures with the understanding that the patient may withdraw consent at any time without prejudice.,1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,EXCLUSION CRITERIA:,1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,"  Patients who have had chemotherapy or radiotherapy within two weeks, 4 weeks for nitrosoureas, mitomycin C, pegylated-doxorubicin and one half-life for bevacizumab, hormone therapy within one week, trastuzumab within 2 weeks or lapatinib within one week of study Day 1.",1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,"  If the patient has residual toxicity from prior treatment, toxicity must be  Grade 1.",1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,"  Patients with non-healing surgical wounds. Patients must be at least two weeks from a major surgical procedure, and surgical wounds must be completely healed.",1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,"  Patients with known active central nervous system (CNS) metastases and/or carcinomatous meningitis. However, patients with CNS metastases who have completed a course of therapy would be eligible for the study provided they are clinically stable for at least 1 month prior to entry as defined as:",1,0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,  no evidence of new or enlarging CNS metastasis,0,0
