id,Section_id,ground_truth,prediction
bf3034ec-679a-42d1-9d24-69b51c602233,Eligibility,0,0.0
c0151b24-14ab-4837-965d-88bb8115a560,Results,0,0.0
c08aa0d8-5505-438c-b53a-934bd2ee570d,Results,1,1.0
c09c08d5-189f-4e15-acb8-2c3cb235aaa6,Adverse Events,1,1.0
c12d4dba-17b9-45d6-9a3f-75be190b7795,Adverse Events,1,1.0
c2aea351-6ce5-4d26-9ba5-2632c6367b93,Adverse Events,1,1.0
c2d6b8ba-8238-49b7-b9a1-de2ffdabe324,Eligibility,0,0.0
c389c3cc-2e76-4219-996d-3aa5a925fec7,Results,0,0.0
c39ec45a-1664-49aa-8356-abbecf045001,Adverse Events,0,0.0
c3f4b547-8d11-42ba-800c-7ccbe1283741,Eligibility,0,0.0
c41ed5cf-4629-4a4f-b564-197d705ec9cc,Adverse Events,0,0.0
c43583e4-da5f-42b3-ad3d-7ba8b6b28f2b,Adverse Events,0,0.0
c43d1ac6-f3d2-44f6-870d-fb91f3365c5b,Results,0,0.0
c484c0e8-0530-47cb-89dc-da4c4a7f4c0b,Intervention,0,0.0
c5ece9f7-9119-4fa2-b60d-f2f15c68ae02,Adverse Events,0,0.0
c63468c0-324f-4528-b83f-a588ccf7b680,Eligibility,0,0.0
c6ca9f93-1abb-4c01-bdfb-aa17c5028ec8,Eligibility,0,0.0
c8235719-3fd8-43e9-8ba6-d99393220240,Eligibility,0,0.0
c91a6c5a-27f1-4e7b-8f91-34e3d2236e8b,Results,0,0.0
c94158fd-10f5-4142-a361-5b346ff2c295,Adverse Events,0,0.0
cb36e435-6dc9-4e7b-939b-9da6ceef2a49,Intervention,0,0.0
cbba3546-5b88-42d0-882d-024d5f267d97,Adverse Events,1,1.0
cbc96b9d-b39c-4fbe-b8a7-e7df7490881b,Results,0,1.0
cc411bc6-900e-4ef3-96ef-09f6e5565a18,Eligibility,1,1.0
cc6601cf-3aa0-44f7-8476-f3dfc34e7412,Intervention,0,0.0
cca11232-84c4-44e1-89f1-b57b28643dce,Adverse Events,0,0.0
cd067ee2-ed1d-403b-aa50-d61a3399fda3,Results,0,0.0
cd250e97-c2b4-48cd-bcbe-55ea06fa9662,Eligibility,1,1.0
ce40b0b9-d8d4-45f4-a2dc-4adb8e7103ac,Adverse Events,1,1.0
ce8a4f39-efff-4fd3-b850-4fc5c30270ef,Intervention,1,1.0
ceb02a85-73a3-4c00-823e-fb88bc91d239,Eligibility,1,1.0
cf45d975-0c29-4cf3-8f21-c245482a2b32,Results,0,0.0
cf4c4c98-b8b0-4ab8-85a8-1269da4d9fd8,Eligibility,0,1.0
cfa6601b-af52-4eee-883c-89d42b73e02b,Adverse Events,1,1.0
d0168033-35eb-4032-b6e5-f81d9d3a9f7a,Results,1,1.0
d0212d75-c952-4ad3-ae36-bbf675eae985,Results,0,0.0
d1118512-9c0b-4480-ab67-d4e0c7de390d,Eligibility,0,0.0
d11356c5-cf48-40dc-aa23-46e71f564afd,Adverse Events,1,1.0
d118efb5-ea31-49ca-8e20-686c85081e94,Adverse Events,0,0.0
d1a7cbaa-161a-4675-b8b7-67ae364be364,Results,0,0.0
d1d5671f-79dd-4fd3-a4aa-b5f81d8a944f,Adverse Events,0,0.0
d3379655-55b7-4e58-88c2-c3cd3e8cb557,Eligibility,0,0.0
d35e9b96-20fc-4778-a7db-e87c861c4938,Results,1,0.0
d401affc-f081-4eee-bd61-d109cc88f6de,Eligibility,1,1.0
d475c476-8172-47a0-bf91-7ef5d0f6d081,Intervention,0,0.0
d53cf5fe-1104-4b05-886c-bb5499cdc047,Adverse Events,0,0.0
d54a3e9d-5602-4cc3-934e-717f1da39792,Results,1,1.0
d71c6377-89da-457d-acbc-827be4ddb8e5,Adverse Events,1,1.0
d7abbd7d-a767-49c0-bc99-1c28074eac21,Adverse Events,0,0.0
d85fd7f3-2765-407e-a8a3-49c19d9a4311,Eligibility,0,0.0
d88235dd-c37b-4971-9c1f-42b282ff41c1,Eligibility,0,0.0
d904b234-fed6-473e-bd40-8f37f4a4e440,Intervention,1,1.0
d921df56-8a29-45a9-bb0b-66ba14dbc193,Eligibility,0,0.0
d94a09b9-8201-43f3-9b27-cab0bc473af0,Intervention,0,0.0
d9d506ef-20ed-44e2-9809-07cb0772535b,Adverse Events,1,1.0
d9e7c0cc-0850-4a8e-b389-092dfdc623fc,Eligibility,1,1.0
da24d6fd-1363-489b-ac5a-f44dbe622c5d,Eligibility,0,0.0
dbd5f70e-0fa9-4b5e-af0e-0ad9efc49bc6,Intervention,1,1.0
dc4765a3-6168-4594-969b-3ce5ea7dc02a,Intervention,0,0.0
dc60304d-6fd2-4b12-9108-b5ce78454d42,Adverse Events,0,0.0
dcfc0053-b963-4542-ae02-228d3d2bd98e,Intervention,0,0.0
dd27a6e7-3b83-4a84-bc40-5ba39617a1c1,Eligibility,0,0.0
dd3d2183-d062-41ed-af63-ae475f2246ec,Adverse Events,0,0.0
ddf4fc68-7920-4212-ac8b-7453ebeb49fb,Intervention,1,1.0
de6b5ea7-b593-43b7-8fe0-358991878e86,Adverse Events,1,1.0
df39cd99-7291-4749-a7d5-ff760b7c3fc2,Results,0,1.0
dfd8e736-5ef2-4d36-b124-9382e72f982d,Results,1,1.0
dfea11ab-1a3f-4a76-9fae-96d486f76e10,Eligibility,1,1.0
e04edb9d-dc0e-44c4-abb9-3260b400e265,Results,0,0.0
e1040054-0fe6-4c92-be82-f2b5b79282a5,Intervention,1,1.0
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,Eligibility,1,1.0
e244fc3a-53b3-4158-99c5-a45afc726af6,Eligibility,0,0.0
e2979c27-0eb6-487d-a940-646685e1934b,Intervention,1,1.0
e2e8bb00-df98-49c2-a81b-e18ae21516aa,Intervention,0,0.0
e4b448ba-15ad-4cf8-9343-782d45166891,Results,1,1.0
e52afcaa-e5d8-4a1f-ae39-8572a64b0aee,Results,1,1.0
e530eed4-ee8b-4a7f-bb36-5ce9ea7ddebe,Adverse Events,0,0.0
e53898b8-422f-4317-b2f6-c487409b0750,Adverse Events,1,1.0
e63ac45b-c34b-4007-820a-30202893fc6f,Eligibility,1,1.0
e6bba244-c154-4143-a5f2-5f8b1c304a97,Adverse Events,0,0.0
e6bbed17-0fdf-4008-b56e-4d901490ce1a,Results,1,1.0
e6e3ecde-9d81-41a2-849e-de26c1b9bafc,Eligibility,1,1.0
e78805f7-1b81-4cd9-a3c7-591886fd5d70,Intervention,0,0.0
e8351b8b-d707-4766-b875-777557f0653f,Adverse Events,0,0.0
e8e3fedb-075d-440e-bf2e-baec76f96cca,Eligibility,1,1.0
ea1d804d-bac9-4ebd-a6bd-0705c988927f,Intervention,0,0.0
ea3a7d64-b464-4633-a198-794a4a45b201,Results,1,1.0
eb088d03-7fdc-48bd-9175-0e7a9cfc7b9a,Results,1,1.0
eb555e01-0a12-45a1-99ad-7d7dafbe8912,Intervention,1,0.0
eca5c391-f479-448d-bff8-313a7df673b4,Intervention,0,0.0
ee2fe2ab-dc6f-434e-b0dd-1deee5fb3d31,Eligibility,1,1.0
eeb18145-fc5f-41d7-bce3-245d21000e7b,Results,0,0.0
ef1d6dfa-2cd0-4e19-99b7-a813d6952706,Eligibility,1,1.0
ef2352dc-a976-47c6-91cd-6666e3f7b55a,Results,0,0.0
ef2af81d-e19c-49c9-8ff0-309b87eb6f38,Adverse Events,1,1.0
f03664fa-20b3-4102-b1e2-fe901d028f65,Eligibility,1,1.0
f0ca21dc-bf98-4c8b-b08e-d0821905846a,Results,1,1.0
f0f8a0a6-1148-4592-a9b4-27c005038900,Intervention,1,1.0
f1f9d4b4-4877-49ad-a2e2-f53efbe40ef9,Results,1,1.0
f45b251f-2fec-44b7-8fc0-dd0d06a44d3b,Adverse Events,1,1.0
f45bbf0b-4acd-4166-81a6-6b407cff87ca,Intervention,1,1.0
f4e0551c-44e9-44f1-9a50-c65075a51715,Eligibility,0,0.0
f53c5344-36d7-459f-9f84-300e19decced,Results,0,0.0
f58fda4c-f4fd-44a7-8a0f-5d3a16929709,Adverse Events,1,1.0
f706897d-d54e-4449-8bc7-da0bd6fbad01,Eligibility,1,1.0
f7de4d97-31e4-48e0-ab1a-1e3d8a152e8b,Adverse Events,1,1.0
f8a72a9e-357d-4786-8d5d-66ee4ce4d1b2,Intervention,1,1.0
f8dbd18d-2b55-4f0f-92a7-db3b1ecc3b6d,Adverse Events,1,1.0
f8e8c733-3fc0-4699-814f-b5d505c71435,Intervention,0,1.0
f9e4988c-a325-40bc-8220-e7d0c404fd37,Adverse Events,1,1.0
f9f0ba74-16e0-4790-afa0-b7616b256e5e,Eligibility,1,1.0
fa586070-5821-4a70-9812-9d7c6e5df330,Adverse Events,0,0.0
fa6115aa-a765-4d03-9fd0-61c97d5e282f,Results,0,0.0
fa7b34e2-75e6-4bc4-a154-99be5bd6b381,Eligibility,0,1.0
fabf3f7a-48df-4940-93e2-8cbe976c4246,Adverse Events,0,0.0
fac10570-e1ed-4b0a-b847-55eb25265d25,Adverse Events,1,1.0
fb011e19-d4fb-4e6c-b7c9-7a7238f78970,Results,0,1.0
fbde81ad-0d06-4d2a-8baa-eb5eace1b3ec,Adverse Events,1,1.0
fc281ab7-f956-47d7-a938-8778fef1bca0,Intervention,0,0.0
fd0b22b0-c86d-4460-bf53-310901404ef5,Eligibility,1,1.0
fd0fa999-2f1c-400d-977d-2d45dd9c358c,Intervention,0,0.0
fd334e71-2bbe-4138-b578-2ab848686045,Eligibility,0,0.0
fd800c89-d30c-4a9a-970b-5385deeab52f,Results,1,0.0
fdadf425-1eaf-4e63-b034-29afcbe48baf,Adverse Events,0,0.0
fdd9ccc8-95c0-48d9-bc4d-3ef7469dbb9a,Adverse Events,0,0.0
fe5928a4-1a0c-4c41-9b85-8d7785a8ab4c,Intervention,0,0.0
fe6baecc-71eb-4b15-ba15-66d57539c702,Adverse Events,0,0.0
feca7444-9108-45e9-b722-4f0a207376c7,Eligibility,1,0.0
ff11f88f-a4cb-481e-bf56-afa5c0adda19,Adverse Events,0,0.0
ffacecd7-caae-434a-866d-a3a25d4f00ac,Intervention,1,1.0
